name,popsqmi,key,population,namelsad,y,x,placens
Rayland,,3965662,,Rayland village,40.1833594,-80.6917505,02399048
Smithfield,,3972760,,Smithfield village,40.2715568,-80.7772692,02399830
Reminderville,,3966152,,Reminderville village,41.3271527,-81.3973794,01087013
Silver Lake,,3972494,,Silver Lake village,41.1538849,-81.4615106,01087016
Twinsburg ,,3978050,,Twinsburg city,41.3225941,-81.4431227,01087020
Rendville,,3966222,,Rendville village,39.6231785,-82.0892868,02399056
Reynoldsburg ,,3966390,,Reynoldsburg city,39.9587862,-82.7952023,02396357
Richmond,,3966824,,Richmond village,40.4328497,-80.7718903,02399066
Richmond Heights ,,3966894,,Richmond Heights city,41.560646,-81.5077,01085994
Seven Hills ,,3971416,,Seven Hills city,41.379264,-81.6762916,01085997
Shaker Heights ,,3971682,,Shaker Heights city,41.4760903,-81.5491969,01085998
Richwood,,3966936,,Richwood village,40.4274366,-83.2943769,02399070
Rio Grande,,3967258,,Rio Grande village,38.880247,-82.3793925,02399078
Vinton,,3980178,,Vinton village,38.9804295,-82.33233,02400072
Risingsun,,3967314,,Risingsun village,41.2670533,-83.4269112,02399082
Tontogany,,3977070,,Tontogany village,41.4210326,-83.7409765,02399994
Walbridge,,3980486,,Walbridge village,41.5860742,-83.4874142,02400082
West Millgrove,,3983888,,West Millgrove village,41.2427453,-83.4914072,02400139
Rittman ,,3967356,,Rittman city,40.9733734,-81.7845833,02396382
Roaming Shores,,3967600,,Roaming Shores village,41.6388165,-80.828275,01085740
Rockford,,3967874,,Rockford village,40.6910267,-84.6499091,02399105
St. Henry,,3969540,,St. Henry village,40.4201616,-84.6336497,02399173
Rome (Stout),,3968196,,Rome (Stout) village,38.6662032,-83.3781433,02399112
Rushville,,3969204,,Rushville village,39.7643481,-82.4303334,02399144
Russells Point,,3969302,,Russells Point village,40.4674361,-83.8934935,02399146
Russellville,,3969316,,Russellville village,38.8672729,-83.7877836,02399147
Russia,,3969344,,Russia village,40.2340056,-84.4067148,02399149
Rutland,,3969358,,Rutland village,39.0410199,-82.1279282,02399150
St. Bernard,,3969470,,St. Bernard village,39.1717286,-84.4940878,01086226
Silverton,,3972522,,Silverton village,39.1883325,-84.4009288,01086228
St. Louisville,,3969652,,St. Louisville village,40.1711088,-82.4180527,02399168
St. Marys ,,3969680,,St. Marys city,40.5475581,-84.3929572,02396505
St. Paris,,3969708,,St. Paris village,40.1269446,-83.964352,02399170
Urbana ,,3979072,,Urbana city,40.1085358,-83.7540719,02397096
Salineville,,3970100,,Salineville village,40.6207241,-80.8344239,02399176
Sarahsville,,3970520,,Sarahsville village,39.8071179,-81.4694661,02399183
Sardinia,,3970534,,Sardinia village,39.0071902,-83.8022481,02399185
Scio,,3970814,,Scio village,40.3989834,-81.0881746,02399773
Scott,,3971080,,Scott village,40.9886528,-84.5839755,02399776
Seaman,,3971206,,Seaman village,38.9308763,-83.5677123,02399778
Seven Mile,,3971444,,Seven Mile village,39.4859196,-84.5523171,02399787
Seville,,3971486,,Seville village,41.0207687,-81.8671109,02399788
Sharonville ,,3971892,,Sharonville city,39.2805863,-84.4075144,01086227
Shawnee Hills,,3971976,,Shawnee Hills village,40.1600743,-83.1356563,02399793
Sheffield Lake ,,3972088,,Sheffield Lake city,41.4883876,-82.0976506,01086522
Sherrodsville,,3972242,,Sherrodsville village,40.4945002,-81.2440975,02399804
Shreve,,3972396,,Shreve village,40.6812644,-82.0217868,02399814
Smithville,,3972788,,Smithville village,40.8624688,-81.8605095,02399834
Solon ,,3972928,,Solon city,41.3859905,-81.4408347,01085999
South Euclid ,,3973264,,South Euclid city,41.5239365,-81.524491,01086000
South Amherst,,3973040,,South Amherst village,41.3462263,-82.2352697,02399840
South Bloomfield,,3973068,,South Bloomfield village,39.7170012,-82.9931285,02399843
South Charleston,,3973124,,South Charleston village,39.8247734,-83.6437429,02399844
South Vienna,,3973796,,South Vienna village,39.9294885,-83.6140436,02399860
South Lebanon,,3973446,,South Lebanon village,39.367303,-84.2217428,02399851
South Point,,3973670,,South Point village,38.4221809,-82.5790609,02399853
South Salem,,3973698,,South Salem village,39.3373739,-83.3069615,02399858
South Zanesville,,3973894,,South Zanesville village,39.9036214,-82.0178664,02399863
Sparta,,3973950,,Sparta village,40.3944332,-82.6996475,02399867
Spencer,,3973992,,Spencer village,41.0977569,-82.1217618,02399870
Springboro ,,3974076,,Springboro city,39.5622269,-84.2336025,02395938
Waynesville,,3982418,,Waynesville village,39.5319455,-84.0909377,02400117
Springdale ,,3974104,,Springdale city,39.2905989,-84.4757899,01086229
Terrace Park,,3976428,,Terrace Park village,39.1585601,-84.3122425,01086233
Spring Valley,,3974216,,Spring Valley village,39.6110699,-84.0079239,02399878
Stafford,,3974300,,Stafford village,39.7124119,-81.2765776,02399882
Steubenville ,,3974608,,Steubenville city,40.3663098,-80.6570612,01086386
Stockport,,3974748,,Stockport village,39.5488702,-81.7943967,02399904
Stratton,,3975000,,Stratton village,40.5254361,-80.6314335,02399917
Strongsville ,,3975098,,Strongsville city,41.3129553,-81.8316902,01086001
Valley View,,3979268,,Valley View village,41.3814998,-81.6082977,01086003
Stryker,,3975140,,Stryker village,41.5027557,-84.4168693,02399922
Sugar Grove,,3975252,,Sugar Grove village,39.6303995,-82.5448391,02399925
Thurston,,3976764,,Thurston village,39.8417135,-82.5484153,02399978
Summitville,,3975574,,Summitville village,40.6718282,-80.889552,02399931
Sunbury,,3975602,,Sunbury village,40.2494047,-82.8801989,01086057
Swanton,,3975896,,Swanton village,41.5848741,-83.8852493,02399940
Syracuse,,3976050,,Syracuse village,38.9977017,-81.9659123,02399945
Tarlton,,3976148,,Tarlton village,39.5542516,-82.7781121,02399954
Tiltonsville,,3976806,,Tiltonsville village,40.1723934,-80.697599,02399983
Toronto ,,3977112,,Toronto city,40.4579344,-80.60963,02397037
Timberlake,,3976834,,Timberlake village,41.6655223,-81.4427983,01086432
Waite Hill,,3980402,,Waite Hill village,41.6087233,-81.388759,01086433
Tiro,,3976932,,Tiro village,40.9062346,-82.769001,02399988
Tremont City,,3977308,,Tremont City village,40.013912,-83.83835,02400001
Trimble,,3977406,,Trimble village,39.4859636,-82.0817589,02400003
Tuscarawas,,3977924,,Tuscarawas village,40.3919207,-81.3965437,02400010
Uhrichsville ,,3978176,,Uhrichsville city,40.4040755,-81.348958,02397079
Valley Hi,,3979226,,Valley Hi village,40.316228,-83.6758904,02400039
West Liberty,,3983734,,West Liberty village,40.2567893,-83.7583905,02400135
Versailles,,3979912,,Versailles village,40.2222712,-84.482673,02400066
Wadsworth ,,3980304,,Wadsworth city,41.0274357,-81.7322053,02397162
Wakeman,,3980458,,Wakeman village,41.2532151,-82.4026866,02400081
Waldo,,3980500,,Waldo village,40.4597545,-83.0848362,02400083
Walton Hills,,3980738,,Walton Hills village,41.3708766,-81.5586815,01086004
Wapakoneta ,,3980766,,Wapakoneta city,40.5645766,-84.190783,02397191
Waynesfield,,3982390,,Waynesfield village,40.6024421,-83.9738809,02400116
Warren ,,3980892,,Warren city,41.2395643,-80.8160147,01087046
Warrensville Heights ,,3980990,,Warrensville Heights city,41.4388237,-81.5245266,01086006
Westlake ,,3983622,,Westlake city,41.4495314,-81.9301623,01086007
Waterville ,,3981858,,Waterville city,41.5019712,-83.7368523,02400105
Wauseon ,,3981928,,Wauseon city,41.5534451,-84.1401355,02397224
Wayne Lakes,,3982348,,Wayne Lakes village,40.0217198,-84.6632118,02400114
Wellington,,3982642,,Wellington village,41.162258,-82.2295146,02400122
Wellston ,,3982712,,Wellston city,39.1173993,-82.5375643,01086375
Wellsville,,3982740,,Wellsville village,40.6039236,-80.6557453,01085906
West Alexandria,,3982880,,West Alexandria village,39.745082,-84.5361619,02400126
Westfield Center,,3983468,,Westfield Center village,41.028262,-81.9314505,02400152
West Lafayette,,3983608,,West Lafayette village,40.2759894,-81.7517079,02400133
West Manchester,,3983804,,West Manchester village,39.9033203,-84.6263255,02400137
West Mansfield,,3983818,,West Mansfield village,40.4013881,-83.5440036,02400138
West Milton,,3983902,,West Milton village,39.958295,-84.3259693,02400140
Weston,,3983972,,Weston village,41.3459807,-83.7946092,02400154
West Unity,,3984308,,West Unity village,41.5889794,-84.4303487,02400147
Wharton,,3984574,,Wharton village,40.8613057,-83.4648104,02400159
Whitehall ,,3984742,,Whitehall city,39.9689678,-82.8839478,01086119
Whitehouse,,3984770,,Whitehouse village,41.5215896,-83.7957299,02400165
Wickliffe ,,3985036,,Wickliffe city,41.6063221,-81.468028,01086434
Williamsburg,,3985288,,Williamsburg village,39.0724763,-84.0537156,02400171
Williamsport,,3985414,,Williamsport village,39.5816689,-83.1205244,02399697
Willoughby ,,3985484,,Willoughby city,41.645285,-81.4143529,01086435
Wilson,,3985834,,Wilson village,39.8605184,-81.0690409,02399707
Wintersville,,3986184,,Wintersville village,40.3780174,-80.709914,02399724
Woodlawn,,3986366,,Woodlawn village,39.255562,-84.4710535,01086236
Woodmere,,3986394,,Woodmere village,41.4599707,-81.4798564,01086008
Woodsfield,,3986436,,Woodsfield village,39.763047,-81.1167745,02399736
Woodville,,3986492,,Woodville village,41.4510285,-83.3639879,02399739
Wren,,3986632,,Wren village,40.8004525,-84.7738214,02399745
Yankee Lake,,3986856,,Yankee Lake village,41.2682252,-80.5679229,02399750
Yellow Springs,,3986940,,Yellow Springs village,39.7983823,-83.8919843,02399752
Yorkshire,,3987164,,Yorkshire village,40.325309,-84.4950259,02399753
Yorkville,,3987178,,Yorkville village,40.1538203,-80.7070642,02399754
Youngstown ,,3988000,,Youngstown city,41.099095,-80.6459017,01086573
Zaleski,,3988028,,Zaleski village,39.2802255,-82.3942492,02399755
Zanesville ,,3988084,,Zanesville city,39.9559926,-82.0134688,01086738
Zoar,,3988168,,Zoar village,40.6129785,-81.4229778,02399758
West Salem,,3984196,,West Salem village,40.9697625,-82.1079452,02400143
West Union,,3984294,,West Union village,38.7916841,-83.5440936,02400146
Winchester,,3985876,,Winchester village,38.9435238,-83.6541131,02399711
Wilkesville,,3985190,,Wilkesville village,39.0764594,-82.326552,02400170
Willard ,,3985232,,Willard city,41.0519411,-82.7235327,01086362
Willoughby Hills ,,3985512,,Willoughby Hills city,41.5841712,-81.4329758,01086436
Willowick ,,3985638,,Willowick city,41.6342993,-81.4679052,01086437
Willshire,,3985736,,Willshire village,40.746432,-84.7920435,02399703
Wilmington ,,3985792,,Wilmington city,39.4395031,-83.8179523,02397327
Wilmot,,3985806,,Wilmot village,40.6556438,-81.6348607,02399706
Windham,,3985946,,Windham village,41.2394425,-81.0395354,02399712
Woodstock,,3986478,,Woodstock village,40.1736103,-83.5280655,02399738
Wooster ,,3986548,,Wooster city,40.8170295,-81.9315294,01087163
Worthington ,,3986604,,Worthington city,40.0968126,-83.0201738,02397377
Wyoming ,,3986730,,Wyoming city,39.22968,-84.4815651,01086237
Xenia ,,3986772,,Xenia city,39.6831333,-83.9408082,01086175
Zanesfield,,3988070,,Zanesfield village,40.3386209,-83.6778896,02399757
Adams County,48.5,39001,28386,,,,
Allen County,259.9,39003,105737,,,,
Ashland County,125.5,39005,53574,,,,
Ashtabula County,141.9,39007,100642,,,,
Athens County,128.4,39009,65276,,,,
Auglaize County,114.6,39011,46068,,,,
Belmont County,129.8,39013,70243,,,,
Brown County,90.5,39015,44723,,,,
Butler County,789.4,39017,371113,,,,
Carroll County,72.1,39019,28761,,,,
Champaign County,93.6,39021,40209,,,,
Clark County,341.2,39023,137562,,,,
Clermont County,438.5,39025,201149,,,,
Clinton County,102.1,39027,42105,,,,
Columbiana County,199.2,39029,106512,,,,
Coshocton County,65,39031,36897,,,,
Crawford County,106.9,39033,43051,,,,
Cuyahoga County,2738.9,39035,1258105,,,,
Darke County,88,39037,52781,,,,
Defiance County,94.3,39039,39070,,,,
Delaware County,404.4,39041,184786,,,,
Erie County,300.1,39043,76769,,,,
Fairfield County,293.1,39045,149100,,,,
Fayette County,71.3,39047,29016,,,,
Franklin County,2211,39049,1201566,,,,
Fulton County,105.1,39051,42823,,,,
Gallia County,65.3,39053,30757,,,,
Geauga County,229.8,39055,93810,,,,
Greene County,391.1,39057,162780,,,,
Guernsey County,75.4,39059,39824,,,,
Hamilton County,1947.5,39061,803849,,,,
Hancock County,139.1,39063,74237,,,,
Hardin County,67.9,39065,31955,,,,
Harrison County,39.4,39067,16186,,,,
Henry County,67.1,39069,28162,,,,
Highland County,78.2,39071,43612,,,,
Hocking County,69.8,39073,29577,,,,
Holmes County,102.5,39075,43446,,,,
Huron County,119.6,39077,59164,,,,
Jackson County,78.6,39079,33156,,,,
Jefferson County,167.5,39081,68832,,,,
Knox County,114.9,39083,60822,,,,
Lake County,998.5,39085,230637,,,,
Lawrence County,135.8,39087,62102,,,,
Licking County,245.7,39089,168913,,,,
Logan County,98.9,39091,46174,,,,
Lorain County,610.7,39093,302234,,,,
Lucas County,1257.9,39095,435208,,,,
Madison County,93.8,39097,43733,,,,
Mahoning County,550.9,39099,234244,,,,
Marion County,165.7,39101,66923,,,,
Medina County,416.6,39103,176227,,,,
Meigs County,55.3,39105,23900,,,,
Mercer County,86.4,39107,40919,,,,
Miami County,254,39109,104012,,,,
Monroe County,32.2,39111,14710,,,,
Montgomery County,1139.3,39113,528989,,,,
Morgan County,35.7,39115,15071,,,,
Morrow County,85.4,39117,34805,,,,
Muskingum County,127.8,39119,85947,,,,
Noble County,36,39121,14552,,,,
Ottawa County,159.3,39123,42044,,,,
Paulding County,46.4,39125,19425,,,,
Perry County,87.7,39127,36199,,,,
Pickaway County,111.9,39129,56707,,,,
Pike County,64.6,39131,28691,,,,
Portage County,321.2,39133,161934,,,,
Preble County,99.1,39135,42244,,,,
Putnam County,72,39137,34854,,,,
Richland County,244.7,39139,122395,,,,
Ross County,113.4,39141,78553,,,,
Sandusky County,147.7,39143,60853,,,,
Scioto County,128.2,39145,78944,,,,
Seneca County,102.1,39147,56461,,,,
Shelby County,120.3,39149,49423,,,,
Stark County,647.6,39151,375947,,,,
Summit County,1290.2,39153,542030,,,,
Trumbull County,324.1,39155,206300,,,,
Tuscarawas County,163.3,39157,93339,,,,
Union County,122.9,39159,53699,,,,
Van Wert County,70.3,39161,28849,,,,
Vinton County,32.5,39163,13486,,,,
Warren County,542.1,39165,220724,,,,
Washington County,96.6,39167,61830,,,,
Wayne County,207.4,39169,115496,,,,
Williams County,88.9,39171,37617,,,,
Wood County,208.7,39173,129554,,,,
Wyandot County,55.5,39175,22613,,,,
